,Unnamed: 0,travel_date,ratings,flight_type,flight_class,review_title,review_text,Airline_Company,Airline_Class,Airline_Origin,all_review,preprocess_data,topic_sentiment
643,643, December 2019,4,Domestic,Economy,A quick flight to Vegas,Going to Vegas takes only 2 hours once we are in the air.  Allegiant has really improved and now has very few delays.,Allegiant,low-cost,USA,"['quick', 'flight', 'to', 'vegasgoing', 'to', 'vegas', 'takes', 'only', 'hours', 'once', 'we', 'are', 'in', 'the', 'air', 'allegiant', 'has', 'really', 'improved', 'and', 'now', 'has', 'very', 'few', 'delays']",quick flight vegasgoing vegas takes hours air allegiant improved delays,"{'delays': (1, 'improved'), 'vegasgoing vegas': (-1.5, 'delays'), 'hours': (-1.5, 'delays')}"
644,644, November 2019,5,Domestic,Economy,Great flight with great crew!,"The flight was uneventful and the crew was courteous, friendly, and professional.  It was a great start to our preChristmas vacation.",Allegiant,low-cost,USA,"['great', 'flight', 'with', 'great', 'crew', 'the', 'flight', 'was', 'uneventful', 'and', 'the', 'crew', 'was', 'courteous', 'friendly', 'and', 'professional', 'it', 'was', 'great', 'start', 'to', 'our', 'prechristmas', 'vacation']",great flight great crew flight uneventful crew courteous friendly professional great start prechristmas vacation,"{'crew': (-1, 'uneventful'), 'start': (1, 'great')}"
645,645, December 2019,5,Domestic,Economy,Efficient & Great Price,"No frills, but on time , economic,,, excellent value. Easy check in .  No complaints ... boarded very quickly.",Allegiant,low-cost,USA,"['efficient', 'great', 'priceno', 'frills', 'but', 'on', 'time', 'economic', 'excellent', 'value', 'easy', 'check', 'in', 'no', 'complaints', 'boarded', 'very', 'quickly']",efficient great priceno frills time economic excellent value easy check complaints boarded quickly,"{'frills': (1, 'great'), 'value': (1, 'excellent'), 'check': (1, 'easy'), 'check complaints': (-1, 'complaints')}"
646,646, June 2019,2,Domestic,Economy,Awful Allegiant,"Delay after delay. The first notification was at 10AM that my 7PM flight was now at 10PM, then 11PM, 12AM, finally leaving after 2AM, arriving in Knoxville at 330AM without one person offering any type of information or explanation. I have flown over 10M miles on Delta, 1.5M on…",Allegiant,low-cost,USA,"['awful', 'allegiantdelay', 'after', 'delay', 'the', 'first', 'notification', 'was', 'at', 'am', 'that', 'my', 'pm', 'flight', 'was', 'now', 'at', 'pm', 'then', 'pm', 'am', 'finally', 'leaving', 'after', 'am', 'arriving', 'in', 'knoxville', 'at', 'am', 'without', 'one', 'person', 'offering', 'any', 'type', 'of', 'information', 'or', 'explanation', 'have', 'flown', 'over', 'miles', 'on', 'delta', 'on']",awful allegiantdelay delay notification pm flight pm pm finally leaving arriving knoxville person offering type information explanation flown miles delta,"{'allegiantdelay': (-1, 'awful'), 'pm pm': (-1, 'delay'), 'miles delta': (-1, 'delay')}"
647,647, December 2019,2,Domestic,Economy,Horrible seats,"My husband and I flew to Mesa, AZ from Springfield, MO and had regular paid seating. I am 6’ 2” and have flown in the back before; however, this time my knees actually touched the seat in front of me and I could barely move. Also, the seating had almost no padding and the…",Allegiant,low-cost,USA,"['horrible', 'seatsmy', 'husband', 'and', 'flew', 'to', 'mesa', 'az', 'from', 'springfield', 'mo', 'and', 'had', 'regular', 'paid', 'seating', 'am', 'and', 'have', 'flown', 'in', 'the', 'back', 'before', 'however', 'this', 'time', 'my', 'knees', 'actually', 'touched', 'the', 'seat', 'in', 'front', 'of', 'me', 'and', 'could', 'barely', 'move', 'also', 'the', 'seating', 'had', 'almost', 'no', 'padding', 'and', 'the']",horrible seatsmy husband flew mesa az springfield mo regular paid seating flown time knees actually touched seat barely seating padding,"{'husband': (-1, 'horrible')}"
648,648, December 2019,5,Domestic,Economy,X-mas vacation,"Crew was friendly, and absolutely amazing to my daughter who was a first time flyer! We were on time for both our flights, snack service was delicious, seats were roomy, we only had a 4 hr flight and our butts didnt hurt from sitting the whole time. I would definitely fly with…",Allegiant,low-cost,USA,"['mas', 'vacationcrew', 'was', 'friendly', 'and', 'absolutely', 'amazing', 'to', 'my', 'daughter', 'who', 'was', 'first', 'time', 'flyer', 'we', 'were', 'on', 'time', 'for', 'both', 'our', 'flights', 'snack', 'service', 'was', 'delicious', 'seats', 'were', 'roomy', 'we', 'only', 'had', 'hr', 'flight', 'and', 'our', 'butts', 'didnt', 'hurt', 'from', 'sitting', 'the', 'whole', 'time', 'would', 'definitely', 'fly', 'with']",mas vacationcrew friendly absolutely amazing daughter time flyer time flights snack service delicious seats roomy hr flight butts didnt hurt sitting time definitely fly,"{'roomy': (1, 'amazing'), 'seats': (1, 'delicious'), 'time': (1, 'hurt'), 'flight hr butts': (-1, 'hurt')}"
649,649, July 2019,1,Domestic,Economy,Luggage Fiasco Update ,"Actually almost 2 hours before luggage for flight available at carousel. No staff at check in desk for an hour of that time, phones on perpetual hold, chat line not functioning. Numerous passengers calling and looking for airline staff, to no avail! Wow!",Allegiant,low-cost,USA,"['luggage', 'fiasco', 'update', 'actually', 'almost', 'hours', 'before', 'luggage', 'for', 'flight', 'available', 'at', 'carousel', 'no', 'staff', 'at', 'check', 'in', 'desk', 'for', 'an', 'hour', 'of', 'that', 'time', 'phones', 'on', 'perpetual', 'hold', 'chat', 'line', 'not', 'functioning', 'numerous', 'passengers', 'calling', 'and', 'looking', 'for', 'airline', 'staff', 'to', 'no', 'avail', 'wow']",luggage fiasco update actually hours luggage flight available carousel staff check desk hour time phones perpetual hold chat line functioning numerous passengers calling looking airline staff avail wow,"{'luggage fiasco': (-1, 'fiasco'), 'staff': (1, 'available')}"
650,650, December 2019,1,Domestic,Economy,Luggage Fiasco!,"Flight attendants and crew were excellent, plane was clean and reasonably comfortable. But no reason to brag about early arrival when you can't deliver the luggage! Location of carousel not posted or announced and 100 passengers now waiting almost an hour for luggage! So you…",Allegiant,low-cost,USA,"['luggage', 'fiasco', 'flight', 'attendants', 'and', 'crew', 'were', 'excellent', 'plane', 'was', 'clean', 'and', 'reasonably', 'comfortable', 'but', 'no', 'reason', 'to', 'brag', 'about', 'early', 'arrival', 'when', 'you', 'can', 'deliver', 'the', 'luggage', 'location', 'of', 'carousel', 'not', 'posted', 'or', 'announced', 'and', 'passengers', 'now', 'waiting', 'almost', 'an', 'hour', 'for', 'luggage', 'so', 'you']",luggage fiasco flight attendants crew excellent plane clean reasonably comfortable reason brag early arrival deliver luggage location carousel posted announced passengers waiting hour luggage,"{'luggage': (-1, 'fiasco'), 'fiasco': (-1, 'fiasco'), 'flight': (-1, 'fiasco'), 'plane': (1, 'excellent'), 'reason': (1, 'comfortable')}"
651,651, December 2019,3,Domestic,Economy,Inexpensive,"No frills airline, you pay everything.  As a retired military, I get free bags and carry on.  The seats do not recline, so I’m lucky it’s only three hours.  The schedule is not very flexible either, so I probably not use Allegiant any more.",Allegiant,low-cost,USA,"['inexpensiveno', 'frills', 'airline', 'you', 'pay', 'everything', 'as', 'retired', 'military', 'get', 'free', 'bags', 'and', 'carry', 'on', 'the', 'seats', 'do', 'not', 'recline', 'so', 'lucky', 'it', 'only', 'three', 'hours', 'the', 'schedule', 'is', 'not', 'very', 'flexible', 'either', 'so', 'probably', 'not', 'use', 'allegiant', 'any', 'more']",inexpensiveno frills airline pay retired military free bags carry seats recline lucky hours schedule flexible probably use allegiant,"{'bags': (1, 'free'), 'schedule': (1, 'flexible')}"
652,652, December 2019,2,Domestic,Economy,Car Rental is a Scam,"I have flown with Allegiant before and knew what to expect - minimal comforts and al la carte everything (including $5.00 to print a boarding pass for you). However, I wasn't prepared for the car rental scam. The so called ""savings"" to book your car with the air fare seemed…",Allegiant,low-cost,USA,"['car', 'rental', 'is', 'scami', 'have', 'flown', 'with', 'allegiant', 'before', 'and', 'knew', 'what', 'to', 'expect', 'minimal', 'comforts', 'and', 'al', 'la', 'carte', 'everything', 'including', 'to', 'print', 'boarding', 'pass', 'for', 'you', 'however', 'wasn', 'prepared', 'for', 'the', 'car', 'rental', 'scam', 'the', 'so', 'called', 'savings', 'to', 'book', 'your', 'car', 'with', 'the', 'air', 'fare', 'seemed']",car rental scami flown allegiant knew expect minimal comforts al la carte including print boarding pass wasn prepared car rental scam called savings book car air fare,"{'rental scam': (-1, 'scam'), 'savings': (1, 'savings')}"
653,653, December 2019,1,Domestic,Economy,Weather Related Cancellation- NOT,"I thought about entitling this ""You Get What You Pay For"", but that would indicate I paid less for a flight then average fair and shouldn't complain about anything.  I paid full fair (compared to other airlines) and literally got 1/2 the service.  Made the first leg with no…",Allegiant,low-cost,USA,"['weather', 'related', 'cancellation', 'noti', 'thought', 'about', 'entitling', 'this', 'you', 'get', 'what', 'you', 'pay', 'for', 'but', 'that', 'would', 'indicate', 'paid', 'less', 'for', 'flight', 'then', 'average', 'fair', 'and', 'shouldn', 'complain', 'about', 'anything', 'paid', 'full', 'fair', 'compared', 'to', 'other', 'airlines', 'and', 'literally', 'got', 'the', 'service', 'made', 'the', 'first', 'leg', 'with', 'no']",weather related cancellation noti thought entitling pay indicate paid flight average fair shouldn complain paid fair compared airlines literally got service leg,"{'complain': (1, 'fair')}"
654,654, December 2019,3,Domestic,Economy,"Better Than Their Rep, But Still Pretty Base","Dreaded booking Allegiant,  but their safety is improved and the flight times worked- nonstop. Seating on way out was surprisingly roomy with reasonably comfortable legroom. Returned trip was cramped with very uncomfortable seating. Typical Allegiant. Would fly again but only as…",Allegiant,low-cost,USA,"['better', 'than', 'their', 'rep', 'but', 'still', 'pretty', 'basedreaded', 'booking', 'allegiant', 'but', 'their', 'safety', 'is', 'improved', 'and', 'the', 'flight', 'times', 'worked', 'nonstop', 'seating', 'on', 'way', 'out', 'was', 'surprisingly', 'roomy', 'with', 'reasonably', 'comfortable', 'legroom', 'returned', 'trip', 'was', 'cramped', 'with', 'very', 'uncomfortable', 'seating', 'typical', 'allegiant', 'would', 'fly', 'again', 'but', 'only', 'as']",better rep pretty basedreaded booking allegiant safety improved flight times worked nonstop seating way surprisingly roomy reasonably comfortable legroom returned trip cramped uncomfortable seating typical allegiant fly,"{'safety': (1, 'better'), 'times': (1, 'improved'), 'way': (1, 'worked'), 'trip': (1, 'roomy'), 'legroom': (1, 'comfortable'), 'seating': (-1, 'uncomfortable')}"
655,655, December 2019,1,Domestic,Economy,Allegiant lies again ,Just got told 45 min before sched departure flight delayed 7 hours maintenance issue. Wife and I left right away back to our hotel. While outside flight crew came out said only one pilot. Used to fly Allegiant yrs ago. Stopped 5 yrs ago for same reason always delayed. Never…,Allegiant,low-cost,USA,"['allegiant', 'lies', 'again', 'just', 'got', 'told', 'min', 'before', 'sched', 'departure', 'flight', 'delayed', 'hours', 'maintenance', 'issue', 'wife', 'and', 'left', 'right', 'away', 'back', 'to', 'our', 'hotel', 'while', 'outside', 'flight', 'crew', 'came', 'out', 'said', 'only', 'one', 'pilot', 'used', 'to', 'fly', 'allegiant', 'yrs', 'ago', 'stopped', 'yrs', 'ago', 'for', 'same', 'reason', 'always', 'delayed', 'never']",allegiant lies got told min sched departure flight delayed hours maintenance issue wife left right away hotel outside flight crew came said pilot fly allegiant yrs ago stopped yrs ago reason delayed,"{'lies': (-1, 'lies'), 'wife': (-1, 'delayed'), 'departure flight': (-1.5, 'issue'), 'maintenance issue': (-1.5, 'issue')}"
656,656, December 2019,1,Domestic,Economy,JUST DONT DO IT.,"Fellow flyers, I am writing this review while still sitting in the airline. Some of you may think how can you write a review you haven’t even flown yet? Correct, we haven’t. That is because we are on our THIRD delay announcement. The weather is fine but the airline first had…",Allegiant,low-cost,USA,"['just', 'dont', 'do', 'it', 'fellow', 'flyers', 'am', 'writing', 'this', 'review', 'while', 'still', 'sitting', 'in', 'the', 'airline', 'some', 'of', 'you', 'may', 'think', 'how', 'can', 'you', 'write', 'review', 'you', 'haven', 'even', 'flown', 'yet', 'correct', 'we', 'haven', 'that', 'is', 'because', 'we', 'are', 'on', 'our', 'third', 'delay', 'announcement', 'the', 'weather', 'is', 'fine', 'but', 'the', 'airline', 'first', 'had']",dont fellow flyers writing review sitting airline think write review haven flown correct haven delay announcement weather fine airline,"{'delay': (1, 'correct'), 'airline': (1, 'fine')}"
657,657, December 2019,1,Domestic,Economy,Horrendous Service,"1. Allegiant’s uses a nickel and dime pricing structure which I was willing to overlook as a trade off for a direct flight.   But the customer service is horrible and leaves you really wondering if the match the premium price is worth it.   Also, the Nickle Dime pricing is…",Allegiant,low-cost,USA,"['horrendous', 'service', 'allegiant', 'uses', 'nickel', 'and', 'dime', 'pricing', 'structure', 'which', 'was', 'willing', 'to', 'overlook', 'as', 'trade', 'off', 'for', 'direct', 'flight', 'but', 'the', 'customer', 'service', 'is', 'horrible', 'and', 'leaves', 'you', 'really', 'wondering', 'if', 'the', 'match', 'the', 'premium', 'price', 'is', 'worth', 'it', 'also', 'the', 'nickle', 'dime', 'pricing', 'is']",horrendous service allegiant uses nickel dime pricing structure willing overlook trade direct flight customer service horrible leaves wondering match premium price worth nickle dime pricing,"{'allegiant': (-1, 'horrendous'), 'pricing dime structure': (1, 'willing'), 'trade': (-1.5, 'overlook'), 'service': (-1.5, 'overlook'), 'leaves': (-1, 'horrible'), 'pricing': (1, 'worth')}"
