,Unnamed: 0,travel_date,ratings,flight_type,flight_class,review_title,review_text,Airline_Company,Airline_Class,Airline_Origin,all_review,preprocess_data,topic_sentiment
112,112, August 2020,1,Domestic,Basic Economy,Terrible service & quality and price is a scam,"Be careful. They actually have very small size requirements for carryon so you might end up being shocked and paying an additional fee when you're about to board your flight. (You pay might pay an additional $20 for it to be checked in)Also, normal airlines would not LEAVE their front check-in area 40 minutes before take-off. I could not check-in for a ticket(i had no bags to check and my iPhone was broken so I didn't have a digital ticket) when my flight was at 1:45pm and I was there 12:50pm, and I was forced to repurchase a whole new flight for the next week. Luckily, I was able to cancel the flight, sadly, at 1:00pm while they did not even board yet, and cancel the flight for a voucher. PLEASE note that cancellation and a voucher to purchase a new flight is cheaper than the $75 flight change. ALSO, THEY DID NOT PRACTICE SOCIAL DISTANCING ON my new flight. Only until everyone already sat really close together and we were about to take off they moved one person around. Regardless, I was still sitting very close to people. I recommend delta.",Allegiant,low-cost,USA,"['terrible', 'service', 'quality', 'and', 'price', 'is', 'scambe', 'careful', 'they', 'actually', 'have', 'very', 'small', 'size', 'requirements', 'for', 'carryon', 'so', 'you', 'might', 'end', 'up', 'being', 'shocked', 'and', 'paying', 'an', 'additional', 'fee', 'when', 'you', 're', 'about', 'to', 'board', 'your', 'flight', 'you', 'pay', 'might', 'pay', 'an', 'additional', 'for', 'it', 'to', 'be', 'checked', 'in', 'also', 'normal', 'airlines', 'would', 'not', 'leave', 'their', 'front', 'check', 'in', 'area', 'minutes', 'before', 'take', 'off', 'could', 'not', 'check', 'in', 'for', 'ticket', 'had', 'no', 'bags', 'to', 'check', 'and', 'my', 'iphone', 'was', 'broken', 'so', 'didn', 'have', 'digital', 'ticket', 'when', 'my', 'flight', 'was', 'at', 'pm', 'and', 'was', 'there', 'pm', 'and', 'was', 'forced', 'to', 'repurchase', 'whole', 'new', 'flight', 'for', 'the', 'next', 'week', 'luckily', 'was', 'able', 'to', 'cancel', 'the', 'flight', 'sadly', 'at', 'pm', 'while', 'they', 'did', 'not', 'even', 'board', 'yet', 'and', 'cancel', 'the', 'flight', 'for', 'voucher', 'please', 'note', 'that', 'cancellation', 'and', 'voucher', 'to', 'purchase', 'new', 'flight', 'is', 'cheaper', 'than', 'the', 'flight', 'change', 'also', 'they', 'did', 'not', 'practice', 'social', 'distancing', 'on', 'my', 'new', 'flight', 'only', 'until', 'everyone', 'already', 'sat', 'really', 'close', 'together', 'and', 'we', 'were', 'about', 'to', 'take', 'off', 'they', 'moved', 'one', 'person', 'around', 'regardless', 'was', 'still', 'sitting', 'very', 'close', 'to', 'people', 'recommend', 'delta']",terrible service quality price scambe careful actually small size requirements carryon end shocked paying additional fee board flight pay pay additional checked normal airlines leave check area minutes check ticket bags check iphone broken digital ticket flight pm pm forced repurchase new flight week luckily able cancel flight sadly pm board cancel flight voucher note cancellation voucher purchase new flight cheaper flight change practice social distancing new flight sat close moved person regardless sitting close people recommend delta,"{'price': (-1, 'terrible'), 'size': (-1, 'small'), 'pm': (-1, 'broken'), 'change': (1, 'cheaper'), 'delta': (1, 'recommend'), 'purchase': (1, 'recommend')}"
113,113, July 2020,1,Domestic,Economy,Unsafe and they know it,"I'll never ever fly them because I know what goes on at this location. The mechanics and management are the bottom of the industry and they routinely do what would not be tolerated at a reputable airline. They may be cheap, but they are Valujet in Allegiant livery....Plain and simple!",Allegiant,low-cost,USA,"['unsafe', 'and', 'they', 'know', 'iti', 'll', 'never', 'ever', 'fly', 'them', 'because', 'know', 'what', 'goes', 'on', 'at', 'this', 'location', 'the', 'mechanics', 'and', 'management', 'are', 'the', 'bottom', 'of', 'the', 'industry', 'and', 'they', 'routinely', 'do', 'what', 'would', 'not', 'be', 'tolerated', 'at', 'reputable', 'airline', 'they', 'may', 'be', 'cheap', 'but', 'they', 'are', 'valujet', 'in', 'allegiant', 'livery', 'plain', 'and', 'simple']",unsafe know iti ll fly know goes location mechanics management industry routinely tolerated reputable airline cheap valujet allegiant livery plain simple,"{'airline': (1, 'reputable'), 'livery': (-1, 'cheap')}"
114,114, August 2020,1,Domestic,Basic Economy,Poor treatment of Veterans w/ Service Dogs,"There was a link I wanted to add to this but they aren't permitted. It's an article by 60 mins titled ""One mile at a time."" On 07/28/20 I was advised my father was terminally ill and I booked a flight with Allegiant to fly out on the 31st with my family and service dog (SD). We made our flight without any problems. We returned home on 08/14/20, after my father passed, only to take care of some business that needed my personal attention. When I boarded on both days I was never asked for any documentations for my SD. He was wearing a vest clearly marked as a SD. We had to return for my father's funeral on 08/21 and scheduled a flight with Allegiant. We arrived on time, but this time they requested documentations for my SD's health and shot records. Obviously I didn't have them since they never asked for it on my two previous flights. They asked what tasked is he trained for (per the Americans w/ Disability Act any business can ask two questions. Is the dog an SD and what task does he perform). I told them, but they began to ask personal questions against Hippa about symptoms the dog assist me. We explained what the ADA allows them to ask. Sylvia was the ""manager"" who then came out to assist us. We explained how we previously flew on the 31st and the 14th and no one asked for documents for my SD. They verified it, but they still refused to let us board. I explained we were flying to PA for my father's funeral. I tried to show the Obituary with the funeral info, but Sylvia wouldn't even look at it. I went online to see who else I could speak to and found a site stating if someone has a problem they can request to speak to a CRO (customer resolution officer). I asked to speak to one and Sylvia stated they were all CRO's behind the counter. We asked for Sylvia last name but she refused to provide it. Long story short, I missed my father's funeral. How does one get that back? After this incident I began to research Allegiant and found the above listed link. On the 14th as we were returning and preparing to land, it felt like the plane was going to drop out of the sky. I've been flying for many years and have never experienced a landing like this. The above article from 60 mins explains why.",Allegiant,low-cost,USA,"['poor', 'treatment', 'of', 'veterans', 'service', 'dogsthere', 'was', 'link', 'wanted', 'to', 'add', 'to', 'this', 'but', 'they', 'aren', 'permitted', 'it', 'an', 'article', 'by', 'mins', 'titled', 'one', 'mile', 'at', 'time', 'on', 'was', 'advised', 'my', 'father', 'was', 'terminally', 'ill', 'and', 'booked', 'flight', 'with', 'allegiant', 'to', 'fly', 'out', 'on', 'the', 'st', 'with', 'my', 'family', 'and', 'service', 'dog', 'sd', 'we', 'made', 'our', 'flight', 'without', 'any', 'problems', 'we', 'returned', 'home', 'on', 'after', 'my', 'father', 'passed', 'only', 'to', 'take', 'care', 'of', 'some', 'business', 'that', 'needed', 'my', 'personal', 'attention', 'when', 'boarded', 'on', 'both', 'days', 'was', 'never', 'asked', 'for', 'any', 'documentations', 'for', 'my', 'sd', 'he', 'was', 'wearing', 'vest', 'clearly', 'marked', 'as', 'sd', 'we', 'had', 'to', 'return', 'for', 'my', 'father', 'funeral', 'on', 'and', 'scheduled', 'flight', 'with', 'allegiant', 'we', 'arrived', 'on', 'time', 'but', 'this', 'time', 'they', 'requested', 'documentations', 'for', 'my', 'sd', 'health', 'and', 'shot', 'records', 'obviously', 'didn', 'have', 'them', 'since', 'they', 'never', 'asked', 'for', 'it', 'on', 'my', 'two', 'previous', 'flights', 'they', 'asked', 'what', 'tasked', 'is', 'he', 'trained', 'for', 'per', 'the', 'americans', 'disability', 'act', 'any', 'business', 'can', 'ask', 'two', 'questions', 'is', 'the', 'dog', 'an', 'sd', 'and', 'what', 'task', 'does', 'he', 'perform', 'told', 'them', 'but', 'they', 'began', 'to', 'ask', 'personal', 'questions', 'against', 'hippa', 'about', 'symptoms', 'the', 'dog', 'assist', 'me', 'we', 'explained', 'what', 'the', 'ada', 'allows', 'them', 'to', 'ask', 'sylvia', 'was', 'the', 'manager', 'who', 'then', 'came', 'out', 'to', 'assist', 'us', 'we', 'explained', 'how', 'we', 'previously', 'flew', 'on', 'the', 'st', 'and', 'the', 'th', 'and', 'no', 'one', 'asked', 'for', 'documents', 'for', 'my', 'sd', 'they', 'verified', 'it', 'but', 'they', 'still', 'refused', 'to', 'let', 'us', 'board', 'explained', 'we', 'were', 'flying', 'to', 'pa', 'for', 'my', 'father', 'funeral', 'tried', 'to', 'show', 'the', 'obituary', 'with', 'the', 'funeral', 'info', 'but', 'sylvia', 'wouldn', 'even', 'look', 'at', 'it', 'went', 'online', 'to', 'see', 'who', 'else', 'could', 'speak', 'to', 'and', 'found', 'site', 'stating', 'if', 'someone', 'has', 'problem', 'they', 'can', 'request', 'to', 'speak', 'to', 'cro', 'customer', 'resolution', 'officer', 'asked', 'to', 'speak', 'to', 'one', 'and', 'sylvia', 'stated', 'they', 'were', 'all', 'cro', 'behind', 'the', 'counter', 'we', 'asked', 'for', 'sylvia', 'last', 'name', 'but', 'she', 'refused', 'to', 'provide', 'it', 'long', 'story', 'short', 'missed', 'my', 'father', 'funeral', 'how', 'does', 'one', 'get', 'that', 'back', 'after', 'this', 'incident', 'began', 'to', 'research', 'allegiant', 'and', 'found', 'the', 'above', 'listed', 'link', 'on', 'the', 'th', 'as', 'we', 'were', 'returning', 'and', 'preparing', 'to', 'land', 'it', 'felt', 'like', 'the', 'plane', 'was', 'going', 'to', 'drop', 'out', 'of', 'the', 'sky', 've', 'been', 'flying', 'for', 'many', 'years', 'and', 'have', 'never', 'experienced', 'landing', 'like', 'this', 'the', 'above', 'article', 'from', 'mins', 'explains', 'why']",poor treatment veterans service dogsthere link wanted add aren permitted article mins titled mile time advised father terminally ill booked flight allegiant fly st family service dog sd flight problems returned home father passed care business needed personal attention boarded days asked documentations sd wearing vest clearly marked sd return father funeral scheduled flight allegiant arrived time time requested documentations sd health shot records obviously asked previous flights asked tasked trained americans disability act business ask questions dog sd task perform told began ask personal questions hippa symptoms dog assist explained ada allows ask sylvia manager came assist explained previously flew st th asked documents sd verified refused let board explained flying pa father funeral tried obituary funeral info sylvia wouldn look went online speak site stating problem request speak cro customer resolution officer asked speak sylvia stated cro counter asked sylvia refused provide long story short missed father funeral incident began research allegiant listed link th returning preparing land felt like plane going drop sky ve flying years experienced landing like article mins explains,"{'veterans': (-1, 'poor'), 'flight problems': (-1, 'problems'), 'hippa symptoms': (-1, 'symptoms'), 'dog': (-1, 'symptoms'), 'documents': (-1, 'refused'), 'problem': (-1, 'problem'), 'article': (-1, 'refused'), 'sylvia': (-1, 'refused'), 'incident': (-1, 'missed')}"
115,115, August 2020,1,Domestic,Basic Economy,I was discriminated against,The gate person was a complete jerk. My bag fit within the carryon limits and he insisted I pay $50 for bag to be checked. My bag met the actual measurements that were displayed on the bag checker. I believe he discriminated me because I was wearing a Trump Face mask. I will be seeking damages.,Allegiant,low-cost,USA,"['was', 'discriminated', 'againstthe', 'gate', 'person', 'was', 'complete', 'jerk', 'my', 'bag', 'fit', 'within', 'the', 'carryon', 'limits', 'and', 'he', 'insisted', 'pay', 'for', 'bag', 'to', 'be', 'checked', 'my', 'bag', 'met', 'the', 'actual', 'measurements', 'that', 'were', 'displayed', 'on', 'the', 'bag', 'checker', 'believe', 'he', 'discriminated', 'me', 'because', 'was', 'wearing', 'trump', 'face', 'mask', 'will', 'be', 'seeking', 'damages']",discriminated againstthe gate person complete jerk bag fit carryon limits insisted pay bag checked bag met actual measurements displayed bag checker believe discriminated wearing trump face mask seeking damages,"{'jerk': (-1, 'jerk'), 'limits': (-1, 'limits'), 'trump': (1, 'trump'), 'damages': (-1, 'damages')}"
116,116, March 2020,5,Domestic,Basic Economy,Excellent Flight,"My husband and I recently flew Allegiant Air for the first time from Columbus, Ohio to Myrtle Beach, South Carolina.  We were a bit worried about flying in the midst of Covid-19.  But our fears were laid to rest by the care taken by Allegiant to ensure a clean and safe flight.  All passengers and crew were required to wear masks at all times.  I did not see one crew member or any passenger not wearing a mask.  In fact, each passenger was given a packet with mask, gloves, and antibacterial wipes prior to our flight.  Hepa filters recycled air every 3 minutes and the plane was obviously cleaned in between flights.  That aside, our flight was a good experience.  Plenty of communication from crew and pilots, and a smooth flight made us feel comfortable with the plane and flight.  The seats were as comfortable as expected for a low cost airline.  Our cost for the flight was unbelievable ($260 for both of us round trip as well as checking one bag and purchasing seats.)  American was double the price.  All crew and agents were polite and friendly.  Overall, a great experience!  We will fly Allegiant again.",Allegiant,low-cost,USA,"['excellent', 'flightmy', 'husband', 'and', 'recently', 'flew', 'allegiant', 'air', 'for', 'the', 'first', 'time', 'from', 'columbus', 'ohio', 'to', 'myrtle', 'beach', 'south', 'carolina', 'we', 'were', 'bit', 'worried', 'about', 'flying', 'in', 'the', 'midst', 'of', 'covid', 'but', 'our', 'fears', 'were', 'laid', 'to', 'rest', 'by', 'the', 'care', 'taken', 'by', 'allegiant', 'to', 'ensure', 'clean', 'and', 'safe', 'flight', 'all', 'passengers', 'and', 'crew', 'were', 'required', 'to', 'wear', 'masks', 'at', 'all', 'times', 'did', 'not', 'see', 'one', 'crew', 'member', 'or', 'any', 'passenger', 'not', 'wearing', 'mask', 'in', 'fact', 'each', 'passenger', 'was', 'given', 'packet', 'with', 'mask', 'gloves', 'and', 'antibacterial', 'wipes', 'prior', 'to', 'our', 'flight', 'hepa', 'filters', 'recycled', 'air', 'every', 'minutes', 'and', 'the', 'plane', 'was', 'obviously', 'cleaned', 'in', 'between', 'flights', 'that', 'aside', 'our', 'flight', 'was', 'good', 'experience', 'plenty', 'of', 'communication', 'from', 'crew', 'and', 'pilots', 'and', 'smooth', 'flight', 'made', 'us', 'feel', 'comfortable', 'with', 'the', 'plane', 'and', 'flight', 'the', 'seats', 'were', 'as', 'comfortable', 'as', 'expected', 'for', 'low', 'cost', 'airline', 'our', 'cost', 'for', 'the', 'flight', 'was', 'unbelievable', 'for', 'both', 'of', 'us', 'round', 'trip', 'as', 'well', 'as', 'checking', 'one', 'bag', 'and', 'purchasing', 'seats', 'american', 'was', 'double', 'the', 'price', 'all', 'crew', 'and', 'agents', 'were', 'polite', 'and', 'friendly', 'overall', 'great', 'experience', 'we', 'will', 'fly', 'allegiant', 'again']",excellent flightmy husband recently flew allegiant air time columbus ohio myrtle beach south carolina bit worried flying midst covid fears laid rest care taken allegiant ensure clean safe flight passengers crew required wear masks times crew member passenger wearing mask fact passenger given packet mask gloves antibacterial wipes prior flight hepa filters recycled air minutes plane obviously cleaned flights aside flight good experience plenty communication crew pilots smooth flight feel comfortable plane flight seats comfortable expected low cost airline cost flight unbelievable round trip checking bag purchasing seats american double price crew agents polite friendly overall great experience fly allegiant,"{'husband': (1, 'excellent'), 'midst': (-1, 'worried'), 'fears': (-1, 'fears'), 'crew': (1, 'clean'), 'passengers': (1, 'safe'), 'experience': (1, 'great'), 'flight': (1, 'smooth'), 'seats': (1, 'comfortable'), 'trip': (-1, 'unbelievable'), 'crew agents': (1, 'polite')}"
117,117, August 2020,1,Domestic,Basic Economy,Horrible,Horrible nasty flight attendants! No care in the world to jam us all together when there were empty seats! Will fly JetBlue next time since they X out the middle seat. It’s not all about money,Allegiant,low-cost,USA,"['nasty', 'flight', 'attendants', 'no', 'care', 'in', 'the', 'world', 'to', 'jam', 'us', 'all', 'together', 'when', 'there', 'were', 'empty', 'seats', 'will', 'fly', 'jetblue', 'next', 'time', 'since', 'they', 'out', 'the', 'middle', 'seat', 'it', 'not', 'all', 'about', 'money']",nasty flight attendants care world jam seats fly jetblue time middle seat money,"{'attendants': (-1, 'nasty'), 'world': (-1, 'jam'), 'jam': (-1, 'jam')}"
118,118, August 2020,1,Domestic,Basic Economy,Worst flight ever,First and last time I will fly Allegiant.  An 1 1/2 hour flight took 6 hours. Forced to go to Sarasota first and back track to Destin. Lost an entire day of vacation and being on a plane that was 100% capacity. I contacted customer service and they were completely unwilling to offer any type of compensation.,Allegiant,low-cost,USA,"['worst', 'flight', 'everfirst', 'and', 'last', 'time', 'will', 'fly', 'allegiant', 'an', 'hour', 'flight', 'took', 'hours', 'forced', 'to', 'go', 'to', 'sarasota', 'first', 'and', 'back', 'track', 'to', 'destin', 'lost', 'an', 'entire', 'day', 'of', 'vacation', 'and', 'being', 'on', 'plane', 'that', 'was', 'capacity', 'contacted', 'customer', 'service', 'and', 'they', 'were', 'completely', 'unwilling', 'to', 'offer', 'any', 'type', 'of', 'compensation']",worst flight everfirst time fly allegiant hour flight took hours forced sarasota track destin lost entire day vacation plane capacity contacted customer service completely unwilling offer type compensation,"{'flight': (-1, 'worst'), 'hours': (-1, 'lost'), 'offer': (-1, 'unwilling')}"
119,119, August 2020,3,Domestic,Basic Economy,Mixed feelings,"In a previous review I complained that the flight crew on our trip to Rapid City from Phoenix-Mesa (8/17/20) was irresponsibly lax about mask wear and seating/ distancing on the flight. Fair is fair. On the return flight (8/24/20) the attendants were meticulous to the extent of telling one passenger he couldn’t take the flight unless he agreed to keep his mask over nose and mouth for the duration. Also, perhaps coincidentally, seating was more safely spaced.",Allegiant,low-cost,USA,"['mixed', 'feelingsin', 'previous', 'review', 'complained', 'that', 'the', 'flight', 'crew', 'on', 'our', 'trip', 'to', 'rapid', 'city', 'from', 'phoenix', 'mesa', 'was', 'irresponsibly', 'lax', 'about', 'mask', 'wear', 'and', 'seating', 'distancing', 'on', 'the', 'flight', 'fair', 'is', 'fair', 'on', 'the', 'return', 'flight', 'the', 'attendants', 'were', 'meticulous', 'to', 'the', 'extent', 'of', 'telling', 'one', 'passenger', 'he', 'couldn', 'take', 'the', 'flight', 'unless', 'he', 'agreed', 'to', 'keep', 'his', 'mask', 'over', 'nose', 'and', 'mouth', 'for', 'the', 'duration', 'also', 'perhaps', 'coincidentally', 'seating', 'was', 'more', 'safely', 'spaced']",mixed feelingsin previous review complained flight crew trip rapid city phoenix mesa irresponsibly lax mask wear seating distancing flight fair fair return flight attendants meticulous extent telling passenger couldn flight agreed mask nose mouth duration coincidentally seating safely spaced,"{'review': (-1, 'complained'), 'phoenix mesa': (-1, 'complained'), 'city': (1, 'rapid'), 'attendants': (1, 'fair'), 'return': (1, 'fair'), 'extent': (1, 'meticulous')}"
120,120, July 2020,5,Domestic,Basic Economy,I have never been disappointed in my Allegiant experiences,"I see other reviews complaining about Allegiant's policy of charging separately for luggage, Trip Flex, and other amenities ... flight cost presented upon searching is just that....the flight.  However, I have consistently checked other airlines that include more in the flight cost, but have not found the total amount paid to be cheaper ... instead, it has been consistently less cost for me to fly the non-stop convenience of Allegiant.  Great service, friendly, clean - so no complaints!",Allegiant,low-cost,USA,"['have', 'never', 'been', 'disappointed', 'in', 'my', 'allegiant', 'experiencesi', 'see', 'other', 'reviews', 'complaining', 'about', 'allegiant', 'policy', 'of', 'charging', 'separately', 'for', 'luggage', 'trip', 'flex', 'and', 'other', 'amenities', 'flight', 'cost', 'presented', 'upon', 'searching', 'is', 'just', 'that', 'the', 'flight', 'however', 'have', 'consistently', 'checked', 'other', 'airlines', 'that', 'include', 'more', 'in', 'the', 'flight', 'cost', 'but', 'have', 'not', 'found', 'the', 'total', 'amount', 'paid', 'to', 'be', 'cheaper', 'instead', 'it', 'has', 'been', 'consistently', 'less', 'cost', 'for', 'me', 'to', 'fly', 'the', 'non', 'stop', 'convenience', 'of', 'allegiant', 'great', 'service', 'friendly', 'clean', 'so', 'no', 'complaints']",disappointed allegiant experiencesi reviews complaining allegiant policy charging separately luggage trip flex amenities flight cost presented searching flight consistently checked airlines include flight cost total paid cheaper instead consistently cost fly non stop convenience allegiant great service friendly clean complaints,"{'reviews': (-1, 'disappointed'), 'policy': (-1, 'complaining'), 'experiencesi': (-1.5, 'complaining'), 'convenience': (1.5, 'convenience'), 'service': (1, 'great'), 'complaints': (1, 'clean')}"
121,121, August 2020,1,Domestic,Basic Economy,Deceptive Advertising,"Advertised 20% off car rental with purchase. Once we went to pickup rental were charged another $200 in fees.  Very deceptive advertising.  Had we just called rental companies directly, we would have saved $200. Will never use again.",Allegiant,low-cost,USA,"['deceptive', 'off', 'car', 'rental', 'with', 'purchase', 'once', 'we', 'went', 'to', 'pickup', 'rental', 'were', 'charged', 'another', 'in', 'fees', 'very', 'deceptive', 'advertising', 'had', 'we', 'just', 'called', 'rental', 'companies', 'directly', 'we', 'would', 'have', 'saved', 'will', 'never', 'use', 'again']",deceptive car rental purchase went pickup rental charged fees deceptive advertising called rental companies directly saved use,"{'purchase': (-1, 'deceptive'), 'advertising': (-1, 'deceptive')}"
122,122, July 2020,1,Domestic,Basic Economy,Never flying with them again,"They threw a fit over the same bag that we flew in with from Indy. Made us pay $50 just to get on the plane. The kicker is, they did the exact same thing to the people in front of us. They were clearly out to just make some extra money. Will not be flying with them again",Allegiant,low-cost,USA,"['never', 'flying', 'with', 'them', 'againthey', 'threw', 'fit', 'over', 'the', 'same', 'bag', 'that', 'we', 'flew', 'in', 'with', 'from', 'indy', 'made', 'us', 'pay', 'just', 'to', 'get', 'on', 'the', 'plane', 'the', 'kicker', 'is', 'they', 'did', 'the', 'exact', 'same', 'thing', 'to', 'the', 'people', 'in', 'front', 'of', 'us', 'they', 'were', 'clearly', 'out', 'to', 'just', 'make', 'some', 'extra', 'money', 'will', 'not', 'be', 'flying', 'with', 'them', 'again']",flying againthey threw fit bag flew indy pay plane kicker exact thing people clearly extra money flying,{}
123,123, August 2020,5,Domestic,Basic Economy,Matt,"Joharra, Allyah, and William (from Nashville) were the best flight crew I ever experienced. Can’t recommend them enough",Allegiant,low-cost,USA,"['mattjoharra', 'allyah', 'and', 'william', 'from', 'nashville', 'were', 'the', 'best', 'flight', 'crew', 'ever', 'experienced', 'can', 'recommend', 'them', 'enough']",mattjoharra allyah william nashville best flight crew experienced recommend,"{'crew': (1, 'best'), 'allyah': (1, 'recommend')}"
124,124, August 2020,5,Domestic,Economy,Expert Handling of DIFFICULT Passenger,"Kudos to the flight crew on Allegiant! Traveling during a pandemic isn't easy for anyone and these folks couldn't be more helpful or accommodating. PLEASE, do not be that passenger that whines and complains when asked to comply with COVID containment recommendations. On this flight, there was one woman who decided to have a ""problem"" with the attendant's direction. The attendant handled the situation with kindness, poise and professionalism. The rest of the passengers totally backed backed up the attendant. In fact, they were pretty vocal about it and with good reason! People, we all want to be be safe. If you are a passenger that has issues complying with airline safety rules, please don't fly.",Allegiant,low-cost,USA,"['expert', 'handling', 'of', 'difficult', 'passengerkudos', 'to', 'the', 'flight', 'crew', 'on', 'allegiant', 'traveling', 'during', 'pandemic', 'isn', 'easy', 'for', 'anyone', 'and', 'these', 'folks', 'couldn', 'be', 'more', 'helpful', 'or', 'accommodating', 'please', 'do', 'not', 'be', 'that', 'passenger', 'that', 'whines', 'and', 'complains', 'when', 'asked', 'to', 'comply', 'with', 'covid', 'containment', 'recommendations', 'on', 'this', 'flight', 'there', 'was', 'one', 'woman', 'who', 'decided', 'to', 'have', 'problem', 'with', 'the', 'attendant', 'direction', 'the', 'attendant', 'handled', 'the', 'situation', 'with', 'kindness', 'poise', 'and', 'professionalism', 'the', 'rest', 'of', 'the', 'passengers', 'totally', 'backed', 'backed', 'up', 'the', 'attendant', 'in', 'fact', 'they', 'were', 'pretty', 'vocal', 'about', 'it', 'and', 'with', 'good', 'reason', 'people', 'we', 'all', 'want', 'to', 'be', 'be', 'safe', 'if', 'you', 'are', 'passenger', 'that', 'has', 'issues', 'complying', 'with', 'airline', 'safety', 'rules', 'please', 'don', 'fly']",expert handling difficult passengerkudos flight crew allegiant traveling pandemic isn easy folks couldn helpful accommodating passenger whines complains asked comply covid containment recommendations flight woman decided problem attendant direction attendant handled situation kindness poise professionalism rest passengers totally backed backed attendant fact pretty vocal good reason people want safe passenger issues complying airline safety rules fly,"{'passengerkudos': (-1, 'difficult'), 'folks': (1, 'easy'), 'expert': (-1, 'complains'), 'containment recommendations': (1, 'recommendations'), 'problem': (-1, 'problem'), 'direction': (-1, 'problem'), 'direction attendant': (1, 'kindness'), 'situation kindness': (1, 'kindness'), 'professionalism poise rest': (1, 'kindness'), 'poise': (1, 'poise'), 'professionalism': (1, 'poise'), 'reason': (1, 'good'), 'issues': (1, 'safe'), 'people': (-1.5, 'issues')}"
125,125, August 2020,5,Domestic,Basic Economy,Dave O.,I have flown with this airline several times and have had 1 nightmare of an experience but this time it could not have been any better. Planes were clean and on time and staff on the flights were good. Social distancing on the plane was great.,Allegiant,low-cost,USA,"['dave', 'have', 'flown', 'with', 'this', 'airline', 'several', 'times', 'and', 'have', 'had', 'nightmare', 'of', 'an', 'experience', 'but', 'this', 'time', 'it', 'could', 'not', 'have', 'been', 'any', 'better', 'planes', 'were', 'clean', 'and', 'on', 'time', 'and', 'staff', 'on', 'the', 'flights', 'were', 'good', 'social', 'distancing', 'on', 'the', 'plane', 'was', 'great']",dave flown airline times nightmare experience time better planes clean time staff flights good social distancing plane great,"{'planes': (1, 'better'), 'time': (1, 'clean'), 'plane': (1, 'good')}"
126,126, August 2020,1,Domestic,Economy,BUYER BEWARE!,"BUYER BEWARE!!!  I AM ACTUALLY BEING NICE GIVING YOU A ""0"" RATING. Find alternative airlines as this one is no dependable nor do they provide any assistance when they cancel flights or chance flight schedules.  Left me stranded at the airport in Traverse City, MI for 24 hours because they changed the flight schedule from a 1:30pm arrival to a 9:30pm arrive (on a direct flight).  Rental car company was closed at 7:30 and no way to pick up rental cars.  In addition, cancelled the return flight causing me to have to find an alternative return.  They didn't cancel and rebook - just cancelled. I'm a million mile a year flier and for convenience, decided to choose this airlines for convenience.  Guess, what shame on me - most inconvenient experience of my life.  Top it off, the arrogancy of Allegiant Airways to tell me, they can only change flights at no cost... we'll how does that work when you only fly once a week.GOODBYE ALLIGENT - NEVER AGAIN.  I SUGGEST ALL THINK REALLY CAREFULLY BEFORE BOOKING FLIGHTS WITH THIS AIRLINE.CAVEAT EMPTOR - BUYER BEWARE!!!!!",Allegiant,low-cost,USA,"['buyer', 'beware', 'buyer', 'beware', 'am', 'actually', 'being', 'nice', 'giving', 'you', 'rating', 'find', 'alternative', 'airlines', 'as', 'this', 'one', 'is', 'no', 'dependable', 'nor', 'do', 'they', 'provide', 'any', 'assistance', 'when', 'they', 'cancel', 'flights', 'or', 'chance', 'flight', 'schedules', 'left', 'me', 'stranded', 'at', 'the', 'airport', 'in', 'traverse', 'city', 'mi', 'for', 'hours', 'because', 'they', 'changed', 'the', 'flight', 'schedule', 'from', 'pm', 'arrival', 'to', 'pm', 'arrive', 'on', 'direct', 'flight', 'rental', 'car', 'company', 'was', 'closed', 'at', 'and', 'no', 'way', 'to', 'pick', 'up', 'rental', 'cars', 'in', 'addition', 'cancelled', 'the', 'return', 'flight', 'causing', 'me', 'to', 'have', 'to', 'find', 'an', 'alternative', 'return', 'they', 'didn', 'cancel', 'and', 'rebook', 'just', 'cancelled', 'million', 'mile', 'year', 'flier', 'and', 'for', 'convenience', 'decided', 'to', 'choose', 'this', 'airlines', 'for', 'convenience', 'guess', 'what', 'shame', 'on', 'me', 'most', 'inconvenient', 'experience', 'of', 'my', 'life', 'top', 'it', 'off', 'the', 'arrogancy', 'of', 'allegiant', 'airways', 'to', 'tell', 'me', 'they', 'can', 'only', 'change', 'flights', 'at', 'no', 'cost', 'we', 'll', 'how', 'does', 'that', 'work', 'when', 'you', 'only', 'fly', 'once', 'week', 'goodbye', 'alligent', 'never', 'again', 'suggest', 'all', 'think', 'really', 'carefully', 'before', 'booking', 'flights', 'with', 'this', 'airline', 'caveat', 'emptor', 'buyer', 'beware']",buyer beware buyer beware actually nice giving rating alternative airlines dependable provide assistance cancel flights chance flight schedules left stranded airport traverse city mi hours changed flight schedule pm arrival pm arrive direct flight rental car company closed way pick rental cars addition cancelled return flight causing alternative return cancel rebook cancelled million mile year flier convenience decided choose airlines convenience guess shame inconvenient experience life arrogancy allegiant airways tell change flights cost ll work fly week goodbye alligent suggest think carefully booking flights airline caveat emptor buyer beware,"{'buyer': (-1, 'beware'), 'assistance': (1, 'dependable'), 'flier convenience': (1, 'convenience'), 'convenience': (1, 'convenience'), 'shame': (-1, 'shame'), 'experience': (-1, 'shame'), 'allegiant arrogancy airways': (1, 'work')}"
